ID,SVL,Population,Colour,BodyRegion,Background,dS,dL
m21,130,Hawaii,Courtship,tailbase,Leaf_T2,4.533203112,38.7752324
m21,130,Hawaii,Courtship,tailbase,Stem1,3.474789213,20.3988969
m21,130,Hawaii,Courtship,tailbase,Stem2,2.690839338,25.8236555
m21,130,Hawaii,Courtship,topflank,Leaf_B1,7.468305992,23.7235664
m21,130,Hawaii,Courtship,topflank,Leaf_B2,9.023961167,23.8172701
m21,130,Hawaii,Courtship,topflank,Leaf_T1,3.793869023,45.658606
m21,130,Hawaii,Courtship,topflank,Leaf_T2,6.538513402,44.1359869
m21,130,Hawaii,Courtship,topflank,Stem1,9.762921696,25.7596514
m21,130,Hawaii,Courtship,topflank,Stem2,9.100180782,31.18441
m211,128,Kenya,Courtship,gular,Leaf_B1,3.547955743,25.4378696
m211,128,Kenya,Courtship,gular,Leaf_B2,2.704393662,26.756577
m211,128,Kenya,Courtship,gular,Leaf_T1,1.755302326,41.0917162
m211,128,Kenya,Courtship,gular,Leaf_T2,2.310247939,42.167525
m211,128,Kenya,Courtship,gular,Stem1,3.017742361,36.0064147
m211,128,Kenya,Courtship,gular,Stem2,3.335018085,27.0367592
m211,128,Kenya,Courtship,midflank,Leaf_B1,6.968231997,23.1421083
m211,128,Kenya,Courtship,midflank,Leaf_B2,6.158192214,24.4608157
m211,128,Kenya,Courtship,midflank,Leaf_T1,4.309482485,38.7959549
m211,128,Kenya,Courtship,midflank,Leaf_T2,5.770084075,39.8717637
m211,128,Kenya,Courtship,midflank,Stem1,5.782277663,33.7106534
m211,128,Kenya,Courtship,midflank,Stem2,5.68814111,24.7409979
m211,128,Kenya,Courtship,tailbase,Leaf_B1,1.487969744,14.0148129
m211,128,Kenya,Courtship,tailbase,Leaf_B2,0.691454304,15.3335203
m211,128,Kenya,Courtship,tailbase,Leaf_T1,3.072421801,29.6686595
m211,128,Kenya,Courtship,tailbase,Leaf_T2,0.960593721,30.7444683
m211,128,Kenya,Courtship,tailbase,Stem1,1.581562184,24.583358
m211,128,Kenya,Courtship,tailbase,Stem2,2.202273319,15.6137025
m211,128,Kenya,Courtship,topflank,Leaf_B1,5.200954648,18.8153786
m211,128,Kenya,Courtship,topflank,Leaf_B2,4.465600969,20.1340859
m211,128,Kenya,Courtship,topflank,Leaf_T1,3.079768699,34.4692252
m211,128,Kenya,Courtship,topflank,Leaf_T2,4.014554227,35.545034
m211,128,Kenya,Courtship,topflank,Stem1,4.01894689,29.3839237
m211,128,Kenya,Courtship,topflank,Stem2,4.205626739,20.4142682
m212,110,Kenya,Courtship,gular,Leaf_B1,1.779516215,18.0743885
m212,110,Kenya,Courtship,gular,Leaf_B2,1.12803872,19.3930958
m212,110,Kenya,Courtship,gular,Leaf_T1,2.300001563,33.7282351
m212,110,Kenya,Courtship,gular,Leaf_T2,0.405763788,34.8040439
m212,110,Kenya,Courtship,gular,Stem1,2.25677556,28.6429336
m212,110,Kenya,Courtship,gular,Stem2,3.124314806,19.6732781
m212,110,Kenya,Courtship,midflank,Leaf_B1,3.105652754,10.0481474
m212,110,Kenya,Courtship,midflank,Leaf_B2,2.345052013,11.3668548
m212,110,Kenya,Courtship,midflank,Leaf_T1,2.202493303,25.701994
m212,110,Kenya,Courtship,midflank,Leaf_T2,1.934078533,26.7778029
m212,110,Kenya,Courtship,midflank,Stem1,2.314299427,20.6166925
m212,110,Kenya,Courtship,midflank,Stem2,2.796764982,11.6470371
m212,110,Kenya,Courtship,tailbase,Leaf_B1,2.560333754,0.0624628
m212,110,Kenya,Courtship,tailbase,Leaf_B2,3.146498083,1.3811702
m212,110,Kenya,Courtship,tailbase,Leaf_T1,6.256356301,15.7163094
m212,110,Kenya,Courtship,tailbase,Leaf_T2,3.665245663,16.7921182
m212,110,Kenya,Courtship,tailbase,Stem1,2.506473919,10.6310079
m212,110,Kenya,Courtship,tailbase,Stem2,2.901421837,1.6613524
m212,110,Kenya,Courtship,tailbase,Leaf_B1,1.588193819,4.7964718
m212,110,Kenya,Courtship,tailbase,Leaf_B2,2.105124446,6.1151791
m212,110,Kenya,Courtship,tailbase,Leaf_T1,5.345267355,20.4503183
m212,110,Kenya,Courtship,tailbase,Leaf_T2,2.756367167,21.5261272
m212,110,Kenya,Courtship,tailbase,Stem1,2.020335522,15.3650169
m212,110,Kenya,Courtship,tailbase,Stem2,2.435487994,6.3953614
m212,110,Kenya,Courtship,topflank,Leaf_B1,3.223915615,24.8434437
m212,110,Kenya,Courtship,topflank,Leaf_B2,3.797040237,23.5247363
m212,110,Kenya,Courtship,topflank,Leaf_T1,6.617110987,9.1895971
m212,110,Kenya,Courtship,topflank,Leaf_T2,4.138874758,8.1137883
m212,110,Kenya,Courtship,topflank,Stem1,2.942087058,14.2748986
m212,110,Kenya,Courtship,topflank,Stem2,3.486870203,23.2445541
m212,110,Kenya,Courtship,topflank,Leaf_B1,2.108215529,8.3526961
m212,110,Kenya,Courtship,topflank,Leaf_B2,2.372996021,7.0339887
m212,110,Kenya,Courtship,topflank,Leaf_T1,4.855795245,7.3011505
m212,110,Kenya,Courtship,topflank,Leaf_T2,2.538162482,8.3769593
m212,110,Kenya,Courtship,topflank,Stem1,1.454217399,2.215849
m212,110,Kenya,Courtship,topflank,Stem2,2.406608911,6.7538065
m22a,115,Kenya,Courtship,gular,Leaf_B1,3.470307562,12.3745601
m22a,115,Kenya,Courtship,gular,Leaf_B2,2.768495662,13.6932674
m22a,115,Kenya,Courtship,gular,Leaf_T1,2.991711955,28.0284066
m22a,115,Kenya,Courtship,gular,Leaf_T2,2.529393699,29.1042155
m22a,115,Kenya,Courtship,gular,Stem1,2.127532779,22.9431052
m22a,115,Kenya,Courtship,gular,Stem2,2.340090017,13.9734497
m22a,115,Kenya,Courtship,midflank,Leaf_B1,4.638693409,20.0122932
m22a,115,Kenya,Courtship,midflank,Leaf_B2,3.805113995,21.3310005
m22a,115,Kenya,Courtship,midflank,Leaf_T1,2.581521716,35.6661397
m22a,115,Kenya,Courtship,midflank,Leaf_T2,3.477061333,36.7419486
m22a,115,Kenya,Courtship,midflank,Stem1,3.689345269,30.5808383
m22a,115,Kenya,Courtship,midflank,Stem2,3.722804251,21.6111828
m22a,115,Kenya,Courtship,tailbase,Leaf_B1,1.124450916,8.3414809
m22a,115,Kenya,Courtship,tailbase,Leaf_B2,0.745905457,9.6601883
m22a,115,Kenya,Courtship,tailbase,Leaf_T1,3.6575327,23.9953275
m22a,115,Kenya,Courtship,tailbase,Leaf_T2,1.229032726,25.0711364
m22a,115,Kenya,Courtship,tailbase,Stem1,1.145690244,18.910026
m22a,115,Kenya,Courtship,tailbase,Stem2,1.936389503,9.9403706
m22a,115,Kenya,Courtship,topflank,Leaf_B1,3.028758052,2.1117674
m22a,115,Kenya,Courtship,topflank,Leaf_B2,2.512645956,0.79306
m22a,115,Kenya,Courtship,topflank,Leaf_T1,3.31901755,13.5420792
m22a,115,Kenya,Courtship,topflank,Leaf_T2,2.256789225,14.6178881
m22a,115,Kenya,Courtship,topflank,Stem1,1.60896814,8.4567777
m22a,115,Kenya,Courtship,topflank,Stem2,2.211882047,0.5128777
m22c,127,Kenya,Courtship,topflank,Leaf_B1,1.579003892,1.0842988
m22c,127,Kenya,Courtship,topflank,Leaf_B2,1.443202342,2.4030062
m22c,127,Kenya,Courtship,topflank,Leaf_T1,3.482326709,16.7381454
m22c,127,Kenya,Courtship,topflank,Leaf_T2,1.267807454,17.8139543
m22c,127,Kenya,Courtship,topflank,Stem1,1.492073098,11.6528439
m22c,127,Kenya,Courtship,topflank,Stem2,2.604838039,2.6831885
m23,122,Kenya,Courtship,midflank,Leaf_B1,6.43365562,21.8799257
m23,122,Kenya,Courtship,midflank,Leaf_B2,5.59936354,23.198633
m23,122,Kenya,Courtship,midflank,Leaf_T1,3.242365313,37.5337723
m23,122,Kenya,Courtship,midflank,Leaf_T2,5.137540112,38.6095811
m23,122,Kenya,Courtship,midflank,Stem1,5.626504678,32.4484708
m23,122,Kenya,Courtship,midflank,Stem2,5.71009855,23.4788153
m23,122,Kenya,Courtship,tailbase,Leaf_B1,0.661230683,11.6076945
m23,122,Kenya,Courtship,tailbase,Leaf_B2,1.358055109,12.9264018
m23,122,Kenya,Courtship,tailbase,Leaf_T1,4.599359237,27.2615411
m23,122,Kenya,Courtship,tailbase,Leaf_T2,1.986599796,28.3373499
m23,122,Kenya,Courtship,tailbase,Stem1,2.096297637,22.1762396
m23,122,Kenya,Courtship,tailbase,Stem2,2.788522475,13.2065841
m23,122,Kenya,Courtship,topflank,Leaf_B1,1.333401927,3.6599503
m23,122,Kenya,Courtship,topflank,Leaf_B2,1.246991089,2.3412429
m23,122,Kenya,Courtship,topflank,Leaf_T1,3.428617423,11.9938963
m23,122,Kenya,Courtship,topflank,Leaf_T2,1.076658349,13.0697051
m23,122,Kenya,Courtship,topflank,Stem1,1.671317296,6.9085948
m23,122,Kenya,Courtship,topflank,Stem2,2.767118386,2.0610607
m28a,,Kenya,Courtship,gular,Leaf_B1,6.187391132,25.3768281
m28a,,Kenya,Courtship,gular,Leaf_B2,5.358551999,26.6955355
m28a,,Kenya,Courtship,gular,Leaf_T1,3.235307231,41.0306747
m28a,,Kenya,Courtship,gular,Leaf_T2,4.920725523,42.1064835
m28a,,Kenya,Courtship,gular,Stem1,5.26947158,35.9453732
m28a,,Kenya,Courtship,gular,Stem2,5.320827516,26.9757177
m28a,,Kenya,Courtship,midflank,Leaf_B1,4.177179131,13.130465
m28a,,Kenya,Courtship,midflank,Leaf_B2,3.404382344,14.4491724
m28a,,Kenya,Courtship,midflank,Leaf_T1,2.709067963,28.7843116
m28a,,Kenya,Courtship,midflank,Leaf_T2,3.068879285,29.8601204
m28a,,Kenya,Courtship,midflank,Stem1,3.016774147,23.6990101
m28a,,Kenya,Courtship,midflank,Stem2,3.149025871,14.7293546
m28a,,Kenya,Courtship,tailbase,Leaf_B1,0.805633838,8.3159824
m28a,,Kenya,Courtship,tailbase,Leaf_B2,0.855761235,9.6346897
m28a,,Kenya,Courtship,tailbase,Leaf_T1,4.079015716,23.969829
m28a,,Kenya,Courtship,tailbase,Leaf_T2,1.598650407,25.0456378
m28a,,Kenya,Courtship,tailbase,Stem1,1.825929237,18.8845275
m28a,,Kenya,Courtship,tailbase,Stem2,2.40117371,9.914872
m28a,,Kenya,Courtship,topflank,Leaf_B1,3.022232522,1.1604376
m28a,,Kenya,Courtship,topflank,Leaf_B2,2.213720117,2.479145
m28a,,Kenya,Courtship,topflank,Leaf_T1,2.090429206,16.8142842
m28a,,Kenya,Courtship,topflank,Leaf_T2,1.841617012,17.890093
m28a,,Kenya,Courtship,topflank,Stem1,2.372029625,11.7289827
m28a,,Kenya,Courtship,topflank,Stem2,2.800281128,2.7593272
m2bh,132,Hawaii,Courtship,gular,Leaf_B1,7.197481343,32.2563305
m2bh,132,Hawaii,Courtship,gular,Leaf_B2,8.849213488,32.3500342
m2bh,132,Hawaii,Courtship,gular,Leaf_T1,3.987994635,54.1913701
m2bh,132,Hawaii,Courtship,gular,Leaf_T2,6.643589123,52.668751
m2bh,132,Hawaii,Courtship,gular,Stem1,9.491833621,34.2924155
m2bh,132,Hawaii,Courtship,gular,Stem2,8.770622291,39.7171741
m2bh,132,Hawaii,Courtship,midflank,Leaf_B1,6.796452147,33.7848067
m2bh,132,Hawaii,Courtship,midflank,Leaf_B2,8.362790944,33.8785105
m2bh,132,Hawaii,Courtship,midflank,Leaf_T1,4.145242782,55.7198464
m2bh,132,Hawaii,Courtship,midflank,Leaf_T2,6.361553924,54.1972273
m2bh,132,Hawaii,Courtship,midflank,Stem1,8.854626972,35.8208918
m2bh,132,Hawaii,Courtship,midflank,Stem2,8.252423496,41.2456504
m2bh,132,Hawaii,Courtship,tailbase,Leaf_B1,3.07815045,19.5599487
m2bh,132,Hawaii,Courtship,tailbase,Leaf_B2,4.607401004,19.6536524
m2bh,132,Hawaii,Courtship,tailbase,Leaf_T1,3.607333508,41.4949883
m2bh,132,Hawaii,Courtship,tailbase,Leaf_T2,3.568575579,39.9723692
m2bh,132,Hawaii,Courtship,tailbase,Stem1,5.024291054,21.5960337
m2bh,132,Hawaii,Courtship,tailbase,Stem2,4.404161088,27.0207923
m2d,98,Hawaii,Courtship,gular,Leaf_B1,4.909761618,36.331677
m2d,98,Hawaii,Courtship,gular,Leaf_B2,3.88478873,36.4253807
m2d,98,Hawaii,Courtship,gular,Leaf_T1,9.268143268,58.2667166
m2d,98,Hawaii,Courtship,gular,Leaf_T2,6.63106888,56.7440975
m2d,98,Hawaii,Courtship,gular,Stem1,3.710065916,38.367762
m2d,98,Hawaii,Courtship,gular,Stem2,3.658280179,43.7925206
m2d,98,Hawaii,Courtship,midflank,Leaf_B1,1.349053901,20.5973134
m2d,98,Hawaii,Courtship,midflank,Leaf_B2,2.634710913,20.6910171
m2d,98,Hawaii,Courtship,midflank,Leaf_T1,4.796246972,42.5323531
m2d,98,Hawaii,Courtship,midflank,Leaf_T2,3.1250781,41.009734
m2d,98,Hawaii,Courtship,midflank,Stem1,2.945022505,22.6333984
m2d,98,Hawaii,Courtship,midflank,Stem2,2.292426688,28.0581571
m2d,98,Hawaii,Courtship,tailbase,Leaf_B1,3.695674348,19.5836983
m2d,98,Hawaii,Courtship,tailbase,Leaf_B2,2.636275763,19.677402
m2d,98,Hawaii,Courtship,tailbase,Leaf_T1,8.410144139,41.518738
m2d,98,Hawaii,Courtship,tailbase,Leaf_T2,5.800923171,39.9961189
m2d,98,Hawaii,Courtship,tailbase,Stem1,1.049809713,21.6197833
m2d,98,Hawaii,Courtship,tailbase,Stem2,1.83945362,27.044542
m2d,98,Hawaii,Courtship,topflank,Leaf_B1,4.767381918,20.6703083
m2d,98,Hawaii,Courtship,topflank,Leaf_B2,6.317224244,20.764012
m2d,98,Hawaii,Courtship,topflank,Leaf_T1,3.209311751,42.6053479
m2d,98,Hawaii,Courtship,topflank,Leaf_T2,4.576081084,41.0827289
m2d,98,Hawaii,Courtship,topflank,Stem1,6.821775081,22.7063933
m2d,98,Hawaii,Courtship,topflank,Stem2,6.210663842,28.1311519
m32a,111,Kenya,Courtship,gular,Leaf_B1,5.78654038,23.3592591
m32a,111,Kenya,Courtship,gular,Leaf_B2,4.932742115,24.6779665
m32a,111,Kenya,Courtship,gular,Leaf_T1,2.749003922,39.0131057
m32a,111,Kenya,Courtship,gular,Leaf_T2,4.523111955,40.0889145
m32a,111,Kenya,Courtship,gular,Stem1,5.085450862,33.9278042
m32a,111,Kenya,Courtship,gular,Stem2,5.145910568,24.9581487
m32a,111,Kenya,Courtship,midflank,Leaf_B1,5.697373898,16.3004213
m32a,111,Kenya,Courtship,midflank,Leaf_B2,4.850471474,17.6191287
m32a,111,Kenya,Courtship,midflank,Leaf_T1,3.119859938,31.9542679
m32a,111,Kenya,Courtship,midflank,Leaf_T2,4.505227937,33.0300768
m32a,111,Kenya,Courtship,midflank,Stem1,4.765223282,26.8689664
m32a,111,Kenya,Courtship,midflank,Stem2,4.710880172,17.899311
m32a,111,Kenya,Courtship,tailbase,Leaf_B1,2.210297518,14.842369
m32a,111,Kenya,Courtship,tailbase,Leaf_B2,2.686864706,16.1610763
m32a,111,Kenya,Courtship,tailbase,Leaf_T1,5.923621221,30.4962155
m32a,111,Kenya,Courtship,tailbase,Leaf_T2,3.396173884,31.5720244
m32a,111,Kenya,Courtship,tailbase,Stem1,2.638428683,25.4109141
m32a,111,Kenya,Courtship,tailbase,Stem2,2.774209133,16.4412586
m32a,111,Kenya,Courtship,topflank,Leaf_B1,6.753433207,5.1350964
m32a,111,Kenya,Courtship,topflank,Leaf_B2,5.937790172,6.4538038
m32a,111,Kenya,Courtship,topflank,Leaf_T1,3.978738301,20.788943
m32a,111,Kenya,Courtship,topflank,Leaf_T2,5.527242287,21.8647519
m32a,111,Kenya,Courtship,topflank,Stem1,5.650364185,15.7036415
m32a,111,Kenya,Courtship,topflank,Stem2,5.610123155,6.7339861
m40,103,Hawaii,Courtship,gular,Leaf_B1,5.170314752,38.3863867
m40,103,Hawaii,Courtship,gular,Leaf_B2,6.794925821,38.4800904
m40,103,Hawaii,Courtship,gular,Leaf_T1,2.496674565,60.3214263
m40,103,Hawaii,Courtship,gular,Leaf_T2,4.633657524,58.7988072
m40,103,Hawaii,Courtship,gular,Stem1,7.507267472,40.4224717
m40,103,Hawaii,Courtship,gular,Stem2,6.789031344,45.8472303
m40,103,Hawaii,Courtship,midflank,Leaf_B1,4.514612775,32.0148313
m40,103,Hawaii,Courtship,midflank,Leaf_B2,6.155499891,32.108535
m40,103,Hawaii,Courtship,midflank,Leaf_T1,2.986088611,53.9498709
m40,103,Hawaii,Courtship,midflank,Leaf_T2,4.430243479,52.4272519
m40,103,Hawaii,Courtship,midflank,Stem1,6.720164154,34.0509163
m40,103,Hawaii,Courtship,midflank,Stem2,6.015662149,39.475675
m40,103,Hawaii,Courtship,tailbase,Leaf_B1,1.36112342,25.7230989
m40,103,Hawaii,Courtship,tailbase,Leaf_B2,2.442864856,25.8168026
m40,103,Hawaii,Courtship,tailbase,Leaf_T1,5.338882057,47.6581386
m40,103,Hawaii,Courtship,tailbase,Leaf_T2,3.537285161,46.1355195
m40,103,Hawaii,Courtship,tailbase,Stem1,2.745841144,27.7591839
m40,103,Hawaii,Courtship,tailbase,Stem2,1.89571742,33.1839426
m40,103,Hawaii,Courtship,topflank,Leaf_B1,6.112984524,29.9719264
m40,103,Hawaii,Courtship,topflank,Leaf_B2,7.728876428,30.0656301
m40,103,Hawaii,Courtship,topflank,Leaf_T1,2.639751461,51.906966
m40,103,Hawaii,Courtship,topflank,Leaf_T2,5.317821901,50.3843469
m40,103,Hawaii,Courtship,topflank,Stem1,8.518845342,32.0080114
m40,103,Hawaii,Courtship,topflank,Stem2,7.784887124,37.43277
m40c,120,Hawaii,Courtship,gular,Leaf_B1,1.502596729,30.4476892
m40c,120,Hawaii,Courtship,gular,Leaf_B2,2.818676749,30.5413929
m40c,120,Hawaii,Courtship,gular,Leaf_T1,4.519235123,52.3827289
m40c,120,Hawaii,Courtship,gular,Leaf_T2,2.937959677,50.8601098
m40c,120,Hawaii,Courtship,gular,Stem1,3.22420776,32.4837743
m40c,120,Hawaii,Courtship,gular,Stem2,2.607443382,37.9085329
m40c,120,Hawaii,Courtship,midflank,Leaf_B1,7.727944134,30.3248817
m40c,120,Hawaii,Courtship,midflank,Leaf_B2,9.305367805,30.4185854
m40c,120,Hawaii,Courtship,midflank,Leaf_T1,4.385692073,52.2599213
m40c,120,Hawaii,Courtship,midflank,Leaf_T2,7.012358525,50.7373023
m40c,120,Hawaii,Courtship,midflank,Stem1,9.921926163,32.3609667
m40c,120,Hawaii,Courtship,midflank,Stem2,9.282662167,37.7857254
m40c,120,Hawaii,Courtship,tailbase,Leaf_B1,2.144425005,27.393608
m40c,120,Hawaii,Courtship,tailbase,Leaf_B2,2.337060236,27.4873117
m40c,120,Hawaii,Courtship,tailbase,Leaf_T1,6.557836064,49.3286476
m40c,120,Hawaii,Courtship,tailbase,Leaf_T2,4.497649258,47.8060285
m40c,120,Hawaii,Courtship,tailbase,Stem1,1.69547006,29.429693
m40c,120,Hawaii,Courtship,tailbase,Stem2,1.225111907,34.8544516
m40c,120,Hawaii,Courtship,topflank,Leaf_B1,6.581403046,24.9367005
m40c,120,Hawaii,Courtship,topflank,Leaf_B2,8.137336798,25.0304042
m40c,120,Hawaii,Courtship,topflank,Leaf_T1,3.459977003,46.8717402
m40c,120,Hawaii,Courtship,topflank,Leaf_T2,5.871747378,45.3491211
m40c,120,Hawaii,Courtship,topflank,Stem1,8.785186761,26.9727855
m40c,120,Hawaii,Courtship,topflank,Stem2,8.148198703,32.3975442
m40d,105,Hawaii,Courtship,gular,Leaf_B1,1.830108913,20.739276
m40d,105,Hawaii,Courtship,gular,Leaf_B2,2.775557388,20.8329797
m40d,105,Hawaii,Courtship,gular,Leaf_T1,4.763197745,42.6743156
m40d,105,Hawaii,Courtship,gular,Leaf_T2,2.985146305,41.1516966
m40d,105,Hawaii,Courtship,gular,Stem1,3.146028105,22.775361
m40d,105,Hawaii,Courtship,gular,Stem2,2.699506889,28.2001197
m40d,105,Hawaii,Courtship,midflank,Leaf_B1,2.007801711,24.5728123
m40d,105,Hawaii,Courtship,midflank,Leaf_B2,3.218774436,24.666516
m40d,105,Hawaii,Courtship,midflank,Leaf_T1,4.380704209,46.5078519
m40d,105,Hawaii,Courtship,midflank,Leaf_T2,3.001717734,44.9852328
m40d,105,Hawaii,Courtship,midflank,Stem1,3.607073172,26.6088973
m40d,105,Hawaii,Courtship,midflank,Stem2,3.090009017,32.0336559
m40d,105,Hawaii,Courtship,tailbase,Leaf_B1,2.677222692,11.0659326
m40d,105,Hawaii,Courtship,tailbase,Leaf_B2,2.510677854,11.1596363
m40d,105,Hawaii,Courtship,tailbase,Leaf_T1,6.949977502,33.0009723
m40d,105,Hawaii,Courtship,tailbase,Leaf_T2,4.777164415,31.4783532
m40d,105,Hawaii,Courtship,tailbase,Stem1,1.392440546,13.1020176
m40d,105,Hawaii,Courtship,tailbase,Stem2,1.604086758,18.5267763
m40d,105,Hawaii,Courtship,topflank,Leaf_B1,6.154111132,34.0764196
m40d,105,Hawaii,Courtship,topflank,Leaf_B2,7.707278937,34.1701233
m40d,105,Hawaii,Courtship,topflank,Leaf_T1,3.579900586,56.0114592
m40d,105,Hawaii,Courtship,topflank,Leaf_T2,5.67155956,54.4888401
m40d,105,Hawaii,Courtship,topflank,Stem1,8.25229967,36.1125046
m40d,105,Hawaii,Courtship,topflank,Stem2,7.642777595,41.5372632
m44b,106,Hawaii,Courtship,gular,Leaf_B1,0.684226039,35.1652471
m44b,106,Hawaii,Courtship,gular,Leaf_B2,2.138011953,35.2589508
m44b,106,Hawaii,Courtship,gular,Leaf_T1,4.664439342,57.1002867
m44b,106,Hawaii,Courtship,gular,Leaf_T2,2.603584541,55.5776676
m44b,106,Hawaii,Courtship,gular,Stem1,3.052083938,37.2013321
m44b,106,Hawaii,Courtship,gular,Stem2,2.125205786,42.6260907
m44b,106,Hawaii,Courtship,midflank,Leaf_B1,2.545216163,24.046759
m44b,106,Hawaii,Courtship,midflank,Leaf_B2,4.186406962,24.1404627
m44b,106,Hawaii,Courtship,midflank,Leaf_T1,2.688433006,45.9817986
m44b,106,Hawaii,Courtship,midflank,Leaf_T2,2.474053108,44.4591795
m44b,106,Hawaii,Courtship,midflank,Stem1,5.155553595,26.082844
m44b,106,Hawaii,Courtship,midflank,Stem2,4.288735382,31.5076026
m44b,106,Hawaii,Courtship,tailbase,Leaf_B1,3.831957569,7.7784544
m44b,106,Hawaii,Courtship,tailbase,Leaf_B2,2.47452497,7.8721581
m44b,106,Hawaii,Courtship,tailbase,Leaf_T1,8.527006549,29.7134941
m44b,106,Hawaii,Courtship,tailbase,Leaf_T2,5.709438124,28.190875
m44b,106,Hawaii,Courtship,tailbase,Stem1,1.806757361,9.8145394
m44b,106,Hawaii,Courtship,tailbase,Stem2,2.156550167,15.2392981
m44b,106,Hawaii,Courtship,topflank,Leaf_B1,1.888310747,19.547165
m44b,106,Hawaii,Courtship,topflank,Leaf_B2,3.413246017,19.6408687
m44b,106,Hawaii,Courtship,topflank,Leaf_T1,3.850336378,41.4822046
m44b,106,Hawaii,Courtship,topflank,Leaf_T2,2.707097347,39.9595855
m44b,106,Hawaii,Courtship,topflank,Stem1,4.339223456,21.58325
m44b,106,Hawaii,Courtship,topflank,Stem2,3.411571293,27.0080086
m52,,Kenya,Courtship,gular,Leaf_B1,4.688800615,31.7991044
m52,,Kenya,Courtship,gular,Leaf_B2,3.892992997,33.1178117
m52,,Kenya,Courtship,gular,Leaf_T1,1.858510081,47.4529509
m52,,Kenya,Courtship,gular,Leaf_T2,3.367407851,48.5287598
m52,,Kenya,Courtship,gular,Stem1,4.011642774,42.3676495
m52,,Kenya,Courtship,gular,Stem2,4.34323848,33.397994
m52,,Kenya,Courtship,midflank,Leaf_B1,9.517380444,20.1844729
m52,,Kenya,Courtship,midflank,Leaf_B2,8.679765607,21.5031803
m52,,Kenya,Courtship,midflank,Leaf_T1,5.803070094,35.8383195
m52,,Kenya,Courtship,midflank,Leaf_T2,8.180618536,36.9141283
m52,,Kenya,Courtship,midflank,Stem1,8.924300598,30.753018
m52,,Kenya,Courtship,midflank,Stem2,8.991461069,21.7833625
m52,,Kenya,Courtship,tailbase,Leaf_B1,2.908327371,21.2504733
m52,,Kenya,Courtship,tailbase,Leaf_B2,2.067269463,22.5691807
m52,,Kenya,Courtship,tailbase,Leaf_T1,1.560437666,36.9043199
m52,,Kenya,Courtship,tailbase,Leaf_T2,1.6948735,37.9801288
m52,,Kenya,Courtship,tailbase,Stem1,3.055205692,31.8190184
m52,,Kenya,Courtship,tailbase,Stem2,3.512315012,22.849363
m52,,Kenya,Courtship,topflank,Leaf_B1,8.929372754,6.4385974
m52,,Kenya,Courtship,topflank,Leaf_B2,8.109134987,7.7573048
m52,,Kenya,Courtship,topflank,Leaf_T1,5.077681601,22.092444
m52,,Kenya,Courtship,topflank,Leaf_T2,7.594962135,23.1682529
m52,,Kenya,Courtship,topflank,Stem1,8.634169501,17.0071425
m52,,Kenya,Courtship,topflank,Stem2,8.802582047,8.0374871
m52a,,Kenya,Courtship,gular,Leaf_B1,4.338386408,13.5503941
m52a,,Kenya,Courtship,gular,Leaf_B2,3.59238552,14.8691015
m52a,,Kenya,Courtship,gular,Leaf_T1,2.801828231,29.2042407
m52a,,Kenya,Courtship,gular,Leaf_T2,3.219678773,30.2800495
m52a,,Kenya,Courtship,gular,Stem1,3.12977033,24.1189392
m52a,,Kenya,Courtship,gular,Stem2,3.305410833,15.1492837
m52a,,Kenya,Courtship,midflank,Leaf_B1,6.520024487,16.3334196
m52a,,Kenya,Courtship,midflank,Leaf_B2,5.666095395,17.652127
m52a,,Kenya,Courtship,midflank,Leaf_T1,3.410445969,31.9872662
m52a,,Kenya,Courtship,midflank,Leaf_T2,5.260510689,33.0630751
m52a,,Kenya,Courtship,midflank,Stem1,5.743474675,26.9019647
m52a,,Kenya,Courtship,midflank,Stem2,5.741480439,17.9323093
m52a,,Kenya,Courtship,tailbase,Leaf_B1,2.72152041,5.7997356
m52a,,Kenya,Courtship,tailbase,Leaf_B2,2.616919096,7.118443
m52a,,Kenya,Courtship,tailbase,Leaf_T1,4.687624993,21.4535822
m52a,,Kenya,Courtship,tailbase,Leaf_T2,3.140083915,22.529391
m52a,,Kenya,Courtship,tailbase,Stem1,3.984271007,16.3682807
m52a,,Kenya,Courtship,tailbase,Stem2,4.165380901,7.3986252
m52a,,Kenya,Courtship,topflank,Leaf_B1,3.353738695,5.5752755
m52a,,Kenya,Courtship,topflank,Leaf_B2,2.615721165,6.8939829
m52a,,Kenya,Courtship,topflank,Leaf_T1,2.784259376,21.2291221
m52a,,Kenya,Courtship,topflank,Leaf_T2,2.653832186,22.3049309
m52a,,Kenya,Courtship,topflank,Stem1,3.756966451,16.1438206
m52a,,Kenya,Courtship,topflank,Stem2,3.894203159,7.1741651
m55c,128,Kenya,Courtship,gular,Leaf_B1,4.815326393,20.7197705
m55c,128,Kenya,Courtship,gular,Leaf_B2,4.015121562,22.0384779
m55c,128,Kenya,Courtship,gular,Leaf_T1,1.408888357,36.3736171
m55c,128,Kenya,Courtship,gular,Leaf_T2,3.564688973,37.4494259
m55c,128,Kenya,Courtship,gular,Stem1,4.973032077,31.2883156
m55c,128,Kenya,Courtship,gular,Stem2,5.318005674,22.3186601
m55c,128,Kenya,Courtship,midflank,Leaf_B1,6.896335233,20.018204
m55c,128,Kenya,Courtship,midflank,Leaf_B2,6.041734104,21.3369113
m55c,128,Kenya,Courtship,midflank,Leaf_T1,3.588824614,35.6720505
